Moldova ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336.432,2422.094,2466.74,2505.504,2565.909,2622.424,2682.168,2758.94,2838.489,2919.316,2998.981,3068.962,3136.438,3204.914,3271.001,3333.549,3394.16,3452.263,3505.944,3549.42,3594.517,3648.754,3703.001,3752.827,3800.643,3846.519,3885.894,3920.281,3947.422,3969.989,3996.278,4026.204,4055.086,4082.711,4113.243,4148.172,4183.283,4216.682,4289.659,4359.496,4394,4421,4438,4444,4441,4433,4422,4416,4412,4403,4391,4378,4367,4356,4347,4340,4334,4329,4324,4321
Russian Federation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101936.816,103506.916,105385.09,107302.806,109208.917,111125.498,112859.299,114554.838,116259.155,117956.865,119631.633,121324.346,122877.56,124276.517,125521.51,126541.293,127414.772,128183.863,128876.498,129572.617,130245.476,130977.408,131768.681,132556.176,133378.674,134293.372,135269.263,136263.686,137245.87,138163.68,139038.849,139899.972,140821.82,141861.725,142922.263,143937.997,144966.55,145958.907,146865.701,147351.694,147973,148299,148400,148390,148442,148490,148312,148067,147813,147352,146710,145990,145163,144308,143507,142776,142069,141378,140702,140041
Tajikistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.047,1584.833,1640.949,1684.446,1729.862,1780.85,1836.703,1898.639,1953.527,2009.483,2080.556,2163.433,2253.472,2339.558,2424.081,2510.619,2592.754,2672.279,2759.277,2850.066,2938.516,3039.443,3145.141,3242.778,3344.985,3448.869,3553.782,3659.375,3760.973,3862.932,3966,4073,4185,4304,4431,4569,4716,4865,5006,5148,5272,5407,5500,5547,5604,5678,5764,5864,5983,6111,6230,6339,6452,6568,6688,6815,6944,7077,7212,7349
Turkmenistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.075,1226.498,1252.749,1282.64,1313.402,1347.774,1381.525,1425.659,1478.072,1530.083,1584.82,1644.416,1704.534,1765.175,1825.383,1882.148,1935.923,1994.131,2054.487,2116.408,2181.272,2246.71,2313.102,2379.578,2450.654,2523.906,2594.288,2663.744,2733.933,2804.142,2875.133,2946.676,3018.436,3091.431,3164.611,3240.472,3323.673,3410.704,3492.186,3572,3658,3745,3830,3917,4004,4079,4143,4201,4262,4325,4385,4445,4503,4556,4608,4664,4720,4774,4829,4885
Ukraine ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36774.854,37435.785,38006.18,38541.349,38993.798,39368.099,39940.18,40655.779,41359.132,42006.03,42644.035,43195.765,43697.245,44255.938,44785.626,45234.869,45673.64,46111.262,46510.301,46871.405,47235.697,47637.239,48026.627,48367.002,48676.939,48973.428,49233.524,49453.675,49642.987,49835.012,50046.649,50235.677,50397.455,50573.066,50769.375,50944.248,51095.072,51218.101,51422.963,51501.478,51622.275,51730.355,51869.109,51887.112,51637.611,51247.259,50812.52,50369.926,49938.798,49487.245,49005,48508,48057,47667,47305,46959,46620,46300,45994,45700
Uzbekistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6292.797,6489.85,6681.196,6886.387,7061.494,7232.067,7440.744,7694.366,7951.857,8223.106,8531.032,8867.714,9209.65,9546.588,9877.755,10205.805,10529.599,10864.03,11232.04,11591.49,11940.155,12334.057,12741.848,13147.733,13568.7,13987.696,14404.009,14808.95,15207.113,15605.49,15994,16400,16830,17171,17729,18215,18718,19219,19625,20033,20530,21059,21610,22128,22604,23067,23524,23952,24342,24702,25042,25372,25696,25992,26268,26540,26810,27079,27345,27606
Total Former USSR ,3900,,7100,,16950,,20700,,26550,,54765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73750,,,,,,,,,,,,,,,,,,,,88672,,,,,,,,,,,,,,,,,,,,110664,,,,,,,,,,124500,,,,,,,,,,,,,156192,,,,,,,154607,152836,152403,153055,155581,158983,162621,166117,169269,172017,174212,175987,176807,177401,178453,179636,181502,184626,188498,192379,195970,,,,,,173900,174000,175100,177500,179570.837,182677.438,185855.87,188960.538,192171.246,195612.673,199102.595,202604.165,206200.603,209927.781,213779.936,217618.27,221227.18,224585.401,227697.97,230512.995,233139.09,235629.795,237983.436,240252.698,242478.113,244886.536,247343.292,249712.38,252110.639,254518.689,256882.729,259225.085,261524.905,263750.613,265926.436,268123.343,270389.974,272716.914,275330.011,277811.571,280296.143,282718.129,285020.4,286461.835,288361.468,289949.418,290950.09,291212.274,291051.564,290854.767,290625.19,290281.094,289918.746,289399.596,288719.359,287980.295,287189.122,286409.123,285713.254,285131.177,284598.961,284119.892,283685.062,283290
8 Latin American countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina ,,,,,,,,,,,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,1796,,,,,,,,,,,,,,,,,,,,3376,,,,,,,,,,4693,4873,5060,5254,5455,5664,5881,6107,6341,6584,6836,7098,7370,7653,7885,8072,8226,8374,8518,8672,8861,9092,9368,9707,10054,10358,10652,10965,11282,11592,11896,12167,12402,12623,12834,13044,13260,13490,13724,13984,14169,14402,14638,14877,15130,15390,15654,15942,16307,16737,17150.336,17517.342,17876.956,18230.816,18580.559,18927.821,19271.511,19610.538,19946.539,20281.15,20616.009,20950.583,21283.783,21616.403,21949.244,22283.1,22611.604,22934.225,23260.514,23600.026,23962.313,24363.816,24779.799,25209.829,25646.371,26081.88,26531.28,26983.828,27440.272,27901.971,28369.799,28848,29330,29784,30231,30672,31145,31625,32099,32572,33036,33504,33967,34407,34847,35274,35683,36102,36518,36923,37336,37694,37999,38336,38742,39181,39614,40049,40482,40914
Brazil ,,,700,,1000,,800,,1250,,4507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7234,,,,,,,,,,,,,,,,,,,,9797,9980,10167,10358,10552,10749,10951,11156,11365,11578,11794,12015,12240,12470,12703,12941,13183,13430,13682,13938,14199,14539,14886,15242,15607,15980,16362,16753,17154,17564,17984,18392,18782,19180,19587,20003,20427,20860,21303,21754,22216,22687,23168,23660,24161,24674,25197,25732,26277,26835,27404,27969,28542,29126,29723,30332,30953,31587,32234,32894,33568,34256,34957,35673,36404,37150,37911,38687,39480,40289,41114,42069,43069,44093,45141,46215,47313,48438,49590,50769,53443.075,54995.532,56602.56,58266.357,59989.219,61773.546,63631.992,65551.171,67533.213,69580.328,71694.81,73832.902,76039.39,78316.598,80666.939,83092.908,85557.441,88049.823,90569.084,93114.241,95684.297,98265,100874,103513,106182,108879,111603,114373,117207,120101,123020,125992,129028,131960,134699,137382,140196,143027,145873,148659,151170,153584,156032,158512,161017,163544,166086,168639,171201,173764,176320,178870,181418,183960,186489,188993,191469,193919,196343,198739
Chile ,,,,,,,,,,,771.447,789.144,807.304,825.89,844.866,864.198,883.855,903.807,924.027,944.49,965.173,986.056,1007.12,1028.35,1049.733,1071.256,1092.912,1114.694,1136.597,1158.619,1180.761,1203.023,1225.41,1247.926,1270.578,1293.375,1316.325,1339.439,1362.729,1386.207,1409.885,1433.777,1457.897,1482.258,1506.873,1531.758,1556.924,1582.386,1608.154,1634.242,1660.659,1687.416,1714.521,1741.983,1769.808,1798.001,1826.566,1855.505,1884.819,1914.507,1944.569,1974.998,2005.79,2036.939,2068.435,2100.268,2132.427,2164.899,2197.67,2230.723,2264.042,2297.611,2331.409,2365.419,2399.621,2433.995,2468.522,2503.181,2537.954,2572.823,2607.769,2642.778,2677.834,2712.925,2748.04,2783.171,2818.312,2853.462,2888.62,2923.792,2958.986,2994.214,3029.494,3064.845,3100.295,3135.874,3171.619,3207.571,3243.777,3280.289,3317.166,3354.469,3392.269,3430.64,3469.662,3509.42,3550.005,3591.512,3634.043,3677.702,3722.598,3768.846,3816.561,3865.863,3916.875,3969.721,4024.523,4081.406,4140.494,4201.905,4265.756,4332.156,4401.207,4473.001,4547.615,4625.112,4705.534,4788.901,4875.203,4964.398,5056.404,5151.095,5248.293,5347.758,5449.185,5552.19,5656.303,5760.959,5865.486,5969.096,6090.833,6251.933,6377.619,6492.774,6612.138,6743.269,6888.843,7048.426,7219.783,7399.842,7585.349,7773.314,7961.258,8147.349,8330.423,8509.95,8685.954,8858.908,9029.621,9199.122,9368.558,9540.298,9717.524,9896.635,10076.544,10251.542,10432.214,10599.793,10759.823,10922.822,11093.718,11282.304,11487.112,11686.845,11879.139,12068,12261,12465,12679,12902,13129,13354,13574,13789,14001,14207,14405,14601,14792,14977,15156,15332,15504,15672,15836,15995,16151,16304,16454,16602
Colombia ,,,,,,,,,,,1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065,,,,,,,,,,,,,,,,,,,,2392,,,,,,,,,,,,,,,,,,,,3369,,,,,,,,,,3998,4079,4162,4247,4334,4422,4512,4604,4697,4793,4890,4990,5091,5195,5330,5468,5609,5754,5903,6056,6213,6374,6539,6709,6882,7061,7243,7431,7624,7821,7914,8009,8104,8201,8299,8398,8498,8599,8702,8935,9174,9419,9671,9930,10196,10469,10749,11036,11332,11635,11591.658,11965,12350.771,12749.619,13162.003,13588.405,14029.321,14485.993,14958.277,15446.73,15952.727,16476.124,17009.885,17546.017,18090,18646.175,19201.732,19764.027,20321.665,20869.14,21429.658,21992.579,22542.89,23069.231,23598,24125,24638,25119,25575,26072,26631,27215,27826,28455,29096,29748,30400,31042,31673,32307,32957,33623,34314,35012,35707,36402,37094,37782,38467,39145,39817,40484,41145,41802,42454,43100,43742,44380,45014,43677
Mexico ,2200,,4500,,7500,,2500,,4500,,6587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7662,,,,,,,,,,,,,,,,,,,,9219,9331,9444,9558,9674,9791,9910,10030,10151,10274,10399,10524,10652,10781,10912,11044,11178,11313,11450,11589,11729,11904,12083,12263,12447,12663,12822,13014,13209,13406,13607,13755,13904,14055,14208,14363,14519,14676,14836,14997,15000,14990,14980,14970,14960,14950,14940,14930,14920,14910,14900,14895,15129,15367,15609,15854,16103,16356,16613,16875,17175,17480,17790,18115,18445,18781,19040,19370,19705,20047,20393,20955,21532,22125,22734,23724,24413,25122,25852,26603,28485.18,29296.235,30144.317,31031.279,31959.113,32929.914,33945.886,35015.548,36141.955,37328.466,38578.505,39836.23,41121.485,42434.264,43774.575,45142.399,46537.832,47995.559,49518.803,51110.928,52775.158,54406.901,55984.294,57557.303,59122.839,60678.045,62219.964,63759.976,65295.99,66825.878,68347.479,69969.263,71640.904,73362.881,75080.138,76767.225,78442.43,80122.492,81781.816,83366.836,84913.652,86488.032,88111.03,89749.141,91337.896,92880.353,94398.579,95895.146,97325.063,98616.905,99926.62,101246.961,102479.927,103718.062,104959.594,106202.903,107449.525,108700.891,109955.4,111212
Peru ,,,3000,,4000,,1300,,1300,,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,,,,,,,,,,,,,,,,,,,,2606,,,,,,,,,,,,,,,,,,,,3346,,,,,,3470,3513,3558,3603,3648,3694,3741,3788,3836,3885,3934,3984,4034,4085,4137,4189,4242,4295,4350,4405,4460,4517,4574,4631,4690,4764,4838,4914,4992,5070,5150,5230,5312,5396,5480,5569,5660,5752,5846,5941,6038,6137,6237,6338,6440,6550,6662,6776,6892,7010,7130,7252,7376,7502,7632.5,7826.2,8025.7,8232.1,8447,8671.5,8904.9,9146.1,9396.7,9657.8,9931,10217.5,10516.5,10825.8,11143.5,11467.3,11796.4,12132.2,12476,12829.1,13192.8,13568.3,13954.7,14350.3,14753.1,15161.199,15573.199,15990.099,16414.399,16848.699,17295.298,17754.798,18173,18591,19011,19432,19855,20280,20710,21151,21600,22057,22522,22993,23469,23942,24402,24847,25276,25686,26087,26485,26882,27275,27665,28051,28433,28809,29181,29547
Uruguay,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,343,354,364,376,387,399,411,424,437,450,464,482,502,522,543,564,587,610,635,660,686,706,727,748,770,792,815,839,864,889,915,930,945,961,977,993,1009,1026,1043,1062,1081,1112,1144,1177,1223,1246,1269,1292,1316,1341,1371,1402,1433,1465,1498,1534,1571,1608,1646,1685,1713,1741,1770,1799,1829,1859,1889,1921,1952,1944,1965,1987,2010,2032,2055,2081,2107,2134,2160,2188,2194.275,2223.06,2252.965,2283.92,2316.543,2353.136,2389.29,2424.959,2460.411,2495.022,2530.969,2563.794,2598.466,2632.111,2663.61,2693.133,2721.207,2748.579,2776.607,2801.859,2823.659,2826.042,2829.526,2834.115,2838.213,2844,2861,2879,2897,2914,2930,2848,2968,2989,3008,3012,3031,3049,3068,3088,3110,3131,3153,3175,3195,3219,3242,3267,3289,3308,3328,3348,3368,3387,3406,3425,3443,3461,3478,3494
Venezuela,,,,,,,,,,,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324,,,,,,,,,,,,,,,,,,,,1653,1675,1699,1725,1753,1784,1816,1849,1883,1917,1952,1986,2019,2052,2083,2113,2129,2147,2173,2198,2224,2255,2285,2314,2346,2375,2408,2442,2475,2509,2542,2576,2609,2643,2690,2706,2720,2741,2761,2780,2805,2834,2856,2874,2899,2918,2929,2944,2958,2973,2992,3008,3025,3049,3077,3114,3152,3185,3221,3259,3300,3336,3368,3401,3431,3465,3510,3565,3623,3699,3784,3858,3934,4020,4114,4223,4347,4486,4656,4843,5009.006,5217.02,5439.568,5674.259,5918.702,6170.497,6431.274,6702.668,6982.276,7267.687,7556.483,7847.836,8143.375,8444.361,8752.058,9067.735,9387.176,9709.552,10041.225,10388.58,10758.017,11151.693,11515.649,11893.035,12280.562,12674.987,13082.017,13503.563,13930.824,14355.117,14767.89,15166.255,15620.766,16084.417,16544.524,16997.509,17450.161,17910.182,18378.534,18850.722,19325.222,19791,20246,20691,21126,21549,21961,22362,22751,23129,23493,23844,24192,24545,24905,25269,25641,26024,26415,26815
Total 8 Latin American countries,,,,,,,,,,,15695.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22927.885,,,,,,,,,,,,,,,,,,,,29750.569,,,,,,,,,,,,,,,,,,,,41536.769,,,,,,,,,,50345.986,51293.214,52232.494,53192.845,54187.295,55171.874,56173.619,57205.571,58258.777,59335.289,60282.166,61254.469,62243.269,63254.64,64277.662,65242.42,66180.005,67134.512,68100.043,69095.702,70153.598,71272.846,72690.561,74202.863,75751.875,77292.721,78848.523,80443.406,82072.494,83723.905,85311.756,86890.156,88452.207,90037.001,91635.615,93263.112,94851.534,96557.901,98298.203,100200.398,102095.404,104391.095,106764.293,109200.758,111711.185,114664.19,117369.303,120170.959,123138.486,126246.096,131596.863,135292.322,139070.456,142961.124,146985.277,151158.088,155493.017,159985.403,164639.154,169457.025,174445.852,179498.283,184674.142,189962.903,195370.349,200902.7,206499.346,212192.873,217993.519,223912.996,229994.46,236114.629,242198.382,248323.448,254497.629,260695.653,266940.674,273208.259,279520.308,285941.487,292455.184,299075.62,306073.782,312913.143,319548.801,326078.734,332780.591,339520.674,346262.35,352896.558,359240.874,365532.032,371919.03,378328.141,384699.896,391017.353,397271.579,403495.146,409619.063,415548.905,421463.62,427303.961,432987.927,438695.062,444456.594,450216.903,455942.525,461646.891,467322.4,471000
15 Latin American countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia ,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374,,,,,,,,,,,,,,,,,,,,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696,1710,1723,1737,1751,1765,1779,1793,1808,1822,1837,1851,1866,1881,1915,1951,1986,2023,2060,2098,2136,2161,2186,2212,2237,2263,2289,2316,2343,2370,2397,2425,2453,2482,2511,2540,2569,2599,2629,2659,2690,2721,2753,2785,2817,2850,2883,2916,2950,2984,2766.028,2823.667,2883.315,2944.968,3008.635,3074.311,3141.998,3211.738,3283.613,3357.701,3434.073,3512.782,3593.918,3677.637,3764.067,3853.315,3945.474,4040.665,4139.069,4240.872,4346.218,4454.684,4565.872,4679.923,4796.24,4914.316,4955.744,5079.716,5204.622,5326.981,5441.298,5545.224,5642.224,5737.434,5834.293,5934.935,6041.35,6156.369,6283.164,6423.135,6573.9,6731.484,6893.451,7054,7215,7375,7534,7695,7859,8026,8195,8367,8542,8719,8896,9072,9250,9426,9601,9775
Costa Rica,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,310,320,320,330,340,340,350,350,360,363,366,369,372,390,390,400,400,410,420,420,430,430,440,450,460,470,470,480,490,500,510,520,530,540,550,560,580,590,610,620,630,650,660,680,700,710,730,750,770,866.982,895.336,926.317,958.893,993.786,1031.782,1071.654,1112.3,1154.408,1200.148,1248.022,1296.587,1345.187,1393.441,1440.184,1487.605,1538.442,1588.717,1638.476,1687.1,1735.523,1785.636,1834.796,1886.035,1937.413,1991.58,2048.557,2108.457,2192.367,2259.714,2299.124,2357.285,2424.367,2494.353,2567.516,2643.808,2723.111,2799.811,2875.267,2951.454,3027.175,3101.029,3173.216,3244.282,3314.588,3383.786,3451.722,3518.107,3583.162,3648,3710.558,3774,3836,3899,3959,4019,4078,4137,4196,4455
Cuba,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,,,,,,,,,,,,,,,,,,,,1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658,1716,1775,1837,1879,1927,1979,2034,2092,2154,2219,2287,2358,2431,2507,2585,2664,2746,2828,2912,2997,3083,3170,3257,3345,3432,3519,3606,3693,3742,3837,3910,3984,4060,4137,4221,4289,4357,4428,4497,4566,4635,4704,4779,4849,4932,5039,5152,5268,5386,5784.797,5891.797,6007.797,6128.797,6254.337,6381.106,6512.938,6640.752,6763.058,6900.886,7027.21,7134,7254.373,7414.884,7612.275,7809.916,7985.316,8139.332,8283.933,8421.048,8542.746,8669.625,8831.348,9001.355,9152.866,9290.074,9420.906,9537.988,9634.028,9710.15,9652.975,9711.975,9789.224,9881,9974,10066,10144,10217,10306,10408,10513,10611,10692,10767,10813,10865,10912,10952,10999,11053,11106,11156,11203,11247,11288,11326,11362,11394,11424,11452
Dominican Republic ,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,530,546,562,578,595,613,631,649,668,688,708,729,750,767,785,803,821,840,859,879,912,946,981,1017,1054,1092,1131,1172,1213,1256,1300,1345,1391,1438,1484,1520,1558,1596,1634,1674,1715,1757,1800,1844,1889,1935,1982,2031,2080,2352.968,2419.125,2491.346,2568.919,2651.127,2737.257,2827.784,2923.186,3022.747,3125.752,3231.488,3340.557,3453.434,3569.217,3687.001,3805.881,3926.395,4049.146,4173.328,4298.133,4422.755,4546.974,4671.329,4796.148,4921.761,5048.499,5175.585,5302.8,5431.308,5562.27,5696.855,5831.508,5969,6106,6242,6379,6517,6657,6799,6942,7083,7223,7360,7489,7615,7744,7878,8011,8143,8277,8410,8545,8680,8815,8951,9088,9226,9366,9507,9650
Ecuador ,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,,,,,,,,,,,,,,,,,,,,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1420,1441,1462,1483,1505,1527,1549,1571,1594,1617,1641,1665,1689,1703,1717,1731,1746,1760,1774,1790,1805,1820,1835,1850,1865,1881,1896,1912,1928,1944,1995,2050,2095,2140,2196,2249,2298,2355,2412,2466,2541,2575,2641,2712,2781,2853,2936,3017,3104,3369.955,3458.093,3548.753,3642.591,3740.256,3842.399,3948.587,4058.385,4172.445,4291.418,4415.956,4546.197,4681.707,4822.279,4967.705,5117.779,5272.639,5432.424,5596.925,5765.935,5939.246,6116.773,6298.651,6485.013,6675.986,6871.698,7072.687,7278.866,7489.432,7703.577,7920.499,8141.078,8365.85,8593.494,8825.829,9061.664,9301.083,9545.158,9794.122,10048.223,10318.036,10429,10554,10754,11013,11266,11526,11792,12051,12268,12446,12629,12827,13074.082,13368,13662,13917,14135,14354,14573
El Salvador,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,,,,,,,,,,,,,,,,,,,,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,782,799,816,834,851,869,888,907,926,946,966,987,1008,1030,1052,1074,1098,1121,1145,1170,1190,1220,1240,1270,1300,1330,1350,1390,1410,1440,1460,1470,1490,1510,1530,1550,1570,1590,1610,1630,1650,1680,1690,1720,1740,1760,1780,1810,1840,1939.8,1989.756,2042.865,2099.13,2158.554,2221.139,2286.889,2355.805,2427.891,2503.149,2581.583,2664.838,2747.687,2836.09,2923.87,3017.852,3128.206,3232.927,3347.32,3469.177,3603.907,3710.335,3790.903,3878.197,3971.783,4071.179,4174.737,4282.586,4396.275,4508.055,4566.199,4515.094,4474.873,4521.153,4587.633,4664.361,4751.017,4842.194,4930.397,5015.522,5099.884,5185.604,5274.649,5369.502,5466.906,5569,5675,5785,5897,6011,6126,6242,6358,6476,6594,6712,6830,6948,7066,6031
Guatemala,,,,,,,,,,,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1313,1327,1341,1355,1369,1383,1397,1412,1426,1441,1456,1470,1486,1501,1517,1533,1549,1565,1581,1597,1614,1631,1648,1665,1682,1699,1717,1735,1753,1771,1810,1860,1910,1940,1980,2020,2070,2110,2150,2200,2250,2300,2340,2390,2440,2500,2570,2640,2720,2968.976,3066,3166,3269,3376,3487,3602,3720,3843,3970,4100,4232,4367,4506,4650,4746,4843,4942,5045,5151,5264,5385,5510,5639,5773,5910,6051,6197,6346,6496,6650,6829,6983,7189,7380,7581,7820,8160,8496,8731,8966,9213,9367,9523,9779,10028,10268,10496,10708,10903,11085,11284,11507,11725,11940,12183,12455,12728,13002,13277
Haïti,,,,,,,,,,,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,1583,1607,1631,1655,1680,1705,1730,1756,1782,1809,1836,1863,1891,1923,1955,1988,2021,2055,2089,2124,2152,2181,2209,2239,2268,2298,2328,2359,2390,2422,2453,2485,2517,2549,2582,2615,2648,2682,2716,2751,2786,2820,2856,2892,2928,2961,2994,3028,3062,3097.22,3146,3197,3250,3306,3365,3427,3490,3557,3625,3697,3771,3848,3928,4010,4094,4179,4267,4356,4447,4541,4585,4626,4693,4759,4827,4897,4969,5044,5121,5200,5284,5373,5468,5570,5677,5789,5905,6028,6157,6289,6404,6523,6662,6801,6945,7087,7225,7364,7499,7639,7782,7925,8077,8235,8395,8553,8711,8871,9036
Honduras,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,511,522,533,545,556,568,581,593,606,619,632,646,660,668,677,685,694,702,711,720,740,770,800,820,850,880,890,910,930,950,970,990,1010,1020,1040,1060,1080,1100,1120,1150,1170,1200,1210,1240,1260,1290,1320,1350,1390,1431.447,1474.191,1517.453,1562.218,1610.959,1662.219,1715.023,1770.39,1828.733,1888.715,1951.64,2018.693,2090.162,2165.93,2246.099,2329.159,2413.644,2500.689,2591.112,2685.322,2760.666,2855.882,2965.146,3077.805,2765.159,2857.54,2954.226,3055.235,3167.869,3278.69,3401.94,3542.519,3669.448,3795.505,3932.288,4076.514,4225.991,4372.203,4513.723,4654.54,4792.271,4931.117,5077.347,5229.618,5386.133,5546.185,5707.074,5867.957,6022.706,6180.871,6347.658,6513.048,6677.328,6843.018,7007.482,7167.902,7326.496,7483.763,7639.327,7834
Jamaica ,,,,,,,,,,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,,,,,,,,,,,,,,,,,,,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,728,737,745,754,763,772,781,790,799,808,818,827,837,840,842,845,847,850,852,855,860,879,891,900,910,930,946,966,985,1009,1039,1061,1082,1098,1113,1130,1142,1163,1191,1212,1230,1254,1249,1259,1266,1298,1327,1350,1374,1384.55,1405.615,1426.095,1446.425,1467.585,1488.805,1509.975,1535.09,1565.755,1599.115,1631.784,1647.918,1665.128,1697.847,1738.997,1777.397,1820.082,1861.096,1893.477,1919.615,1943.787,1967.012,1997.616,2036.377,2071.146,2104.879,2133.388,2156.814,2179.441,2207.245,2228.803,2258.368,2298.309,2306.556,2313.362,2318.652,2323.182,2326.606,2330.226,2337.517,2347.922,2358.643,2378.618,2407.463,2436.866,2469.389,2501.477,2531.311,2560.447,2588.786,2615.467,2640.289,2664.659,2688.706,2713,2737,2759,2782,2804,2826
Nicaragua,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,485,492,499,507,514,522,529,537,545,553,561,570,578,580,595,604,613,622,631,640,640,650,650,660,660,670,670,670,680,680,690,690,700,710,730,750,770,780,810,830,840,860,880,900,920,950,980,1000,1030,1097.916,1131.307,1165.79,1201.514,1238.63,1277.288,1317.387,1358.828,1401.76,1446.333,1492.698,1540.819,1590.597,1642.083,1695.33,1750.391,1807.123,1865.49,1925.707,1987.988,2052.544,2120.111,2182.908,2247.491,2319.602,2394.786,2473.102,2554.598,2609.107,2689.042,2805.321,2901.332,2979.423,3048.6,3122,3191,3264,3345,3435,3532,3685,3873,4020,4142,4264,4385,4501,4612,4720,4827,4935,5043,5150,5257,4363,5469,5575,5680,5786,5891
